"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"gene_name"
"ENSMUSG00000001158.14";424,422511121416;-0,0755169633855719;0,156935194060577;-0,481198394264721;0,630375501990027;0,999566129306685;" Snrnp27"
"ENSMUSG00000001166.18";80,1680756144532;0,0777476675454392;0,270479035135656;0,287444339286576;0,773772115096213;0,999566129306685;" Oas1c"
"ENSMUSG00000001173.16";1173,83108931392;0,00902519549016676;0,0950754663721405;0,0949266496873201;0,92437308870716;0,999566129306685;" Ocrl"
"ENSMUSG00000001175.17";14074,6336853714;-0,156614120160048;0,246168974186462;-0,63620576345019;0,524642317118508;0,999566129306685;" Calm1"
"ENSMUSG00000001211.16";2298,61746198882;-0,151640371929755;0,18794080569437;-0,806851771064306;0,419751887916357;0,999566129306685;" Agpat3"
"ENSMUSG00000001227.13";100,253993608952;-0,0105986124827556;0,478825208350436;-0,022134616761862;0,982340573051841;0,999566129306685;" Sema6b"
"ENSMUSG00000001228.15";442,830816735879;0,133301315441308;0,373825161939045;0,356587327481835;0,721400765829933;0,999566129306685;" Uhrf1"
"ENSMUSG00000001229.10";900,973966132103;0,213776029773569;0,107119265851892;1,99568236463781;0,0459685078541931;0,999566129306685;" Dpp9"
"ENSMUSG00000001240.14";183,187668425355;-0,162982283924037;0,528651230324279;-0,308298315742238;0,757855347515843;0,999566129306685;" Ramp2"
"ENSMUSG00000001247.17";580,771563391585;-0,00332562979864952;0,121315613598627;-0,0274130402509637;0,97813029754168;0,999566129306685;" Lsr"
"ENSMUSG00000001248.16";593,617611749282;-0,00827958932352914;0,216134971273351;-0,0383074949636806;0,969442515057213;0,999566129306685;" Gramd1a"
"ENSMUSG00000001249.15";37,436890463654;0,0491484007401563;0,287607602981821;0,170887001006239;0,864312618008892;0,999566129306685;" Hpn"
"ENSMUSG00000001270.10";714,024643841188;-0,21735147163362;0,308326206153126;-0,704939986598722;0,4808475843809;0,999566129306685;" Ckb"
"ENSMUSG00000001280.14";4034,78552731626;0,147367450234769;0,153606029803578;0,959385841969964;0,337364404838784;0,999566129306685;" Sp1"
"ENSMUSG00000001281.11";111,432577269457;-0,129140802925026;0,272031119064834;-0,474728050853062;0,634980821566674;0,999566129306685;" Itgb7"
